연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
3035,5,2566,하남검단산,2025-11,400153
3036,6,2611,응암,2025-11,1068841
3037,6,2612,역촌,2025-11,251862
3038,6,2613,불광(6),2025-11,278737
3039,6,2614,독바위,2025-11,163539
3040,6,2616,구산,2025-11,431836
3041,6,2617,새절,2025-11,733580
3042,6,2618,증산,2025-11,556974
3043,6,2619,디지털미디어시티(6),2025-11,892260
3044,6,2620,월드컵경기장,2025-11,434534
3045,6,2621,마포구청,2025-11,856667
3046,6,2622,망원,2025-11,1034482
3047,6,2623,합정(6),2025-11,825329
3048,6,2624,상수,2025-11,700765
3049,6,2625,광흥창,2025-11,561115
3050,6,2626,대흥,2025-11,619148
3051,6,2627,공덕(6),2025-11,1100260
3052,6,2628,효창공원앞,2025-11,463101
3053,6,2629,삼각지(6),2025-11,488328
3054,6,2630,녹사평,2025-11,356410
3055,6,2631,이태원,2025-11,820846
3056,6,2632,한강진,2025-11,673955
3057,6,2633,버티고개,2025-11,136655
3058,6,2634,약수(6),2025-11,224326
3059,6,2635,청구(6),2025-11,223196
3060,6,2636,신당(6),2025-11,502003
3061,6,2637,동묘앞(6),2025-11,585045
3062,6,2638,창신,2025-11,202789
3063,6,2639,보문,2025-11,492109
3064,6,2640,안암,2025-11,869998
3065,6,2641,고려대,2025-11,568140
3066,6,2642,월곡,2025-11,718491
3067,6,2643,상월곡,2025-11,391660
3068,6,2644,돌곶이,2025-11,693682
3069,6,2645,석계(6),2025-11,768633
3070,6,2646,태릉입구(6),2025-11,381639
3071,6,2647,화랑대,2025-11,658580
3072,6,2648,봉화산,2025-11,496035
3073,7,2711,장암,2025-11,124488
3074,7,2712,도봉산(7),2025-11,623710
3075,7,2713,수락산,2025-11,756834
3076,7,2714,마들,2025-11,772229
3077,7,2715,노원(7),2025-11,1233409
3078,7,2716,중계,2025-11,854761
3079,7,2717,하계,2025-11,1070925
3080,7,2718,공릉,2025-11,764686
3081,7,2719,태릉입구(7),2025-11,521334
3082,7,2720,먹골,2025-11,605030
3083,7,2721,중화,2025-11,650919
3084,7,2722,상봉(7),2025-11,1067932
3085,7,2723,면목,2025-11,875113
3086,7,2724,사가정,2025-11,963916
3087,7,2725,용마산,2025-11,346792
3088,7,2726,중곡,2025-11,643783
3089,7,2727,군자(7),2025-11,822285
3090,7,2728,어린이대공원,2025-11,1085381
3091,7,2729,건대입구(7),2025-11,887952
3092,7,2730,자양,2025-11,542127
3093,7,2731,청담,2025-11,1102374
3094,7,2732,강남구청,2025-11,990303
3095,7,2733,학동,2025-11,1304190
3096,7,2734,논현,2025-11,1106728
3097,7,2735,반포,2025-11,408023
3098,7,2736,고속터미널(7),2025-11,1030541
3099,7,2737,내방,2025-11,853782
3100,7,2738,이수(7),2025-11,999719
3101,7,2739,남성,2025-11,663677
3102,7,2740,숭실대입구,2025-11,884317
3103,7,2741,상도,2025-11,758854
3104,7,2742,장승배기,2025-11,565089
3105,7,2743,신대방삼거리,2025-11,881693
3106,7,2744,보라매,2025-11,410623
3107,7,2745,신풍,2025-11,707015
3108,7,2746,대림(7),2025-11,558945
3109,7,2747,남구로,2025-11,872323
3110,7,2748,가산디지털단지(7),2025-11,2331995
3111,7,2749,철산,2025-11,1335804
3112,7,2750,광명사거리,2025-11,1291856
3113,7,2751,천왕,2025-11,689260
3114,7,2752,온수(7),2025-11,571903
3115,8,2810,암사역사공원,2025-11,380112
3116,8,2811,암사,2025-11,915301
3117,8,2812,천호(8),2025-11,1129025
3118,8,2813,강동구청,2025-11,628361
3119,8,2814,몽촌토성,2025-11,471039
3120,8,2815,잠실(8),2025-11,1284594
3121,8,2816,석촌(8),2025-11,576574
3122,8,2817,송파,2025-11,575243
3123,8,2818,가락시장(8),2025-11,545788
3124,8,2819,문정,2025-11,1280664
3125,8,2820,장지,2025-11,988787
3126,8,2821,복정(8),2025-11,549796
3127,8,2822,산성,2025-11,381058
3128,8,2823,남한산성입구,2025-11,763806
3129,8,2824,단대오거리,2025-11,700491
3130,8,2825,신흥,2025-11,317314
3131,8,2826,수진,2025-11,320938
3132,8,2827,모란(8),2025-11,284992
3133,8,2828,남위례,2025-11,454939
3134,9,4126,언주,2025-11,399202
3135,9,4127,선정릉,2025-11,349446
3136,9,4128,삼성중앙,2025-11,275887
3137,9,4129,봉은사,2025-11,832636
3138,9,4130,종합운동장(9),2025-11,208127
3139,9,4131,삼전,2025-11,314986
3140,9,4132,석촌고분,2025-11,276830
3141,9,4133,석촌(9),2025-11,368753
3142,9,4134,송파나루,2025-11,236904
3143,9,4135,한성백제,2025-11,147249
3144,9,4136,올림픽공원(9),2025-11,362271
3145,9,4137,둔촌오륜,2025-11,170404
3146,9,4138,중앙보훈병원,2025-11,445964
3147,1,150,서울역(1),2025-12,4739981
3148,1,151,시청(1),2025-12,1767346
3149,1,152,종각,2025-12,2645440
3150,1,153,종로3가(1),2025-12,1627451
3151,1,154,종로5가,2025-12,1496916
3152,1,155,동대문(1),2025-12,801023
3153,1,156,신설동(1),2025-12,875714
3154,1,157,제기동,2025-12,1010766
3155,1,158,청량리,2025-12,1493689
3156,1,159,동묘앞(1),2025-12,634508
3157,2,201,시청(2),2025-12,1625296
3158,2,202,을지로입구,2025-12,3460490
3159,2,203,을지로3가(2),2025-12,1631205
3160,2,204,을지로4가(2),2025-12,927711
3161,2,205,동대문역사문화공원(2),2025-12,1133065
3162,2,206,신당(2),2025-12,993441
3163,2,207,상왕십리,2025-12,897165
3164,2,208,왕십리(2),2025-12,1016003
3165,2,209,한양대,2025-12,750994
3166,2,210,뚝섬,2025-12,1605421
3167,2,211,성수,2025-12,3786077
3168,2,212,건대입구(2),2025-12,2573455
3169,2,213,구의,2025-12,1757401
3170,2,214,강변,2025-12,1694978
3171,2,215,잠실나루,2025-12,888920
3172,2,216,잠실(2),2025-12,5621580
3173,2,217,잠실새내,2025-12,1517738
3174,2,218,종합운동장(2),2025-12,655687
3175,2,219,삼성,2025-12,3722711
3176,2,220,선릉,2025-12,3212348
3177,2,221,역삼,2025-12,3127282
3178,2,222,강남,2025-12,5046297
3179,2,223,교대(2),2025-12,2057788
3180,2,224,서초,2025-12,1364470
3181,2,225,방배,2025-12,1062038
3182,2,226,사당(2),2025-12,2937018
3183,2,227,낙성대,2025-12,1697633
3184,2,228,서울대입구,2025-12,2839738
3185,2,229,봉천,2025-12,1471056
3186,2,230,신림,2025-12,3455416
3187,2,231,신대방,2025-12,1508318
3188,2,232,구로디지털단지,2025-12,3473195
3189,2,233,대림(2),2025-12,1538137
3190,2,234,신도림,2025-12,3031919
3191,2,235,문래,2025-12,1445013
3192,2,236,영등포구청(2),2025-12,1448901
3193,2,237,당산,2025-12,1214808
3194,2,238,합정(2),2025-12,2178601
3195,2,239,홍대입구,2025-12,5078326
3196,2,240,신촌,2025-12,2455191
3197,2,241,이대,2025-12,1107454
3198,2,242,아현,2025-12,680225
3199,2,243,충정로(2),2025-12,650166
3200,2,244,용답,2025-12,191281
3201,2,245,신답,2025-12,113522
3202,2,246,신설동(2),2025-12,249715
3203,2,247,도림천,2025-12,85137
3204,2,248,양천구청,2025-12,434209
3205,2,249,신정네거리,2025-12,645909
3206,2,250,용두,2025-12,153524
3207,3,309,지축,2025-12,467383
3208,3,310,구파발,2025-12,1366698
3209,3,311,연신내(3),2025-12,2296123
3210,3,312,불광(3),2025-12,1070313
3211,3,313,녹번,2025-12,904475
3212,3,314,홍제,2025-12,1110875
3213,3,315,무악재,2025-12,259880
3214,3,316,독립문,2025-12,508281
3215,3,317,경복궁,2025-12,1639260
3216,3,318,안국,2025-12,1650966
3217,3,319,종로3가(3),2025-12,755683
3218,3,320,을지로3가(3),2025-12,829190
3219,3,322,동대입구,2025-12,739154
3220,3,323,약수(3),2025-12,800019
3221,3,324,금호,2025-12,491746
3222,3,325,옥수,2025-12,577723
3223,3,326,압구정,2025-12,2063916
3224,3,327,신사,2025-12,1771925
3225,3,328,잠원,2025-12,439032
3226,3,329,고속터미널(3),2025-12,3383836
3227,3,330,교대(3),2025-12,824771
3228,3,331,남부터미널,2025-12,1958876
3229,3,332,양재,2025-12,2378710
3230,3,333,매봉,2025-12,770007
3231,3,334,도곡,2025-12,386017
3232,3,335,대치,2025-12,725267
3233,3,336,학여울,2025-12,180397
3234,3,337,대청,2025-12,651428
3235,3,338,일원,2025-12,688297
3236,3,339,수서,2025-12,1191517
3237,3,340,가락시장(3),2025-12,588323
3238,3,341,경찰병원,2025-12,454851
3239,3,342,오금(3),2025-12,376416
3240,4,409,불암산,2025-12,573768
3241,4,410,상계,2025-12,1175044
3242,4,411,노원(4),2025-12,1411650
3243,4,412,창동,2025-12,1753678
3244,4,413,쌍문,2025-12,1745182
3245,4,414,수유,2025-12,2157292
3246,4,415,미아,2025-12,977175
3247,4,416,미아사거리,2025-12,1634104
3248,4,417,길음,2025-12,1329252
3249,4,418,성신여대입구,2025-12,1443089
3250,4,419,한성대입구,2025-12,904956
3251,4,420,혜화,2025-12,2519343
3252,4,421,동대문(4),2025-12,1186873
3253,4,422,동대문역사문화공원(4),2025-12,1239900
3254,4,423,충무로(4),2025-12,1956940
3255,4,424,명동,2025-12,2675122
3256,4,425,회현,2025-12,1887719
3257,4,426,서울역(4),2025-12,1144580
3258,4,427,숙대입구,2025-12,969999
3259,4,428,삼각지(4),2025-12,516586
3260,4,429,신용산,2025-12,1497268
3261,4,430,이촌,2025-12,766659
3262,4,431,동작,2025-12,133055
3263,4,432,이수(총신대입구),2025-12,1285618
3264,4,433,사당(4),2025-12,1629648
3265,4,434,남태령,2025-12,83236
3266,5,2511,방화,2025-12,430336
3267,5,2512,개화산,2025-12,376193
3268,5,2513,김포공항(5),2025-12,736969
3269,5,2514,송정,2025-12,392102
3270,5,2515,마곡,2025-12,976836
3271,5,2516,발산,2025-12,1525500
3272,5,2517,우장산,2025-12,930197
3273,5,2518,화곡,2025-12,1725354
3274,5,2519,까치산(5),2025-12,1681976
3275,5,2520,신정,2025-12,769978
3276,5,2521,목동,2025-12,1056904
3277,5,2522,오목교,2025-12,1372107
3278,5,2523,양평(5),2025-12,502714
3279,5,2524,영등포구청(5),2025-12,314305
3280,5,2525,영등포시장,2025-12,774867
3281,5,2526,신길(5),2025-12,317419
3282,5,2527,여의도(5),2025-12,1826075
3283,5,2528,여의나루,2025-12,751900
3284,5,2529,마포,2025-12,934709
3285,5,2530,공덕(5),2025-12,913322
3286,5,2531,애오개,2025-12,410855
3287,5,2532,충정로(5),2025-12,304582
3288,5,2533,서대문,2025-12,1161897
3289,5,2534,광화문,2025-12,2467808
3290,5,2535,종로3가(5),2025-12,988125
3291,5,2536,을지로4가(5),2025-12,414563
3292,5,2537,동대문역사문화공원(5),2025-12,214023
3293,5,2538,청구(5),2025-12,207454
3294,5,2539,신금호,2025-12,403205
3295,5,2540,행당,2025-12,471979
3296,5,2541,왕십리(5),2025-12,327401
3297,5,2542,마장,2025-12,376847
3298,5,2543,답십리,2025-12,976710
3299,5,2544,장한평,2025-12,1238853
3300,5,2545,군자(5),2025-12,819901
3301,5,2546,아차산,2025-12,918922
3302,5,2547,광나루,2025-12,689721
3303,5,2548,천호(5),2025-12,1297563
3304,5,2549,강동,2025-12,1167350
3305,5,2550,길동,2025-12,579202
3306,5,2551,굽은다리,2025-12,629459
3307,5,2552,명일,2025-12,519065
3308,5,2553,고덕,2025-12,645133
3309,5,2554,상일동,2025-12,894186
3310,5,2555,둔촌동,2025-12,842324
3311,5,2556,올림픽공원(5),2025-12,330087
3312,5,2557,방이,2025-12,479034
3313,5,2558,오금(5),2025-12,228959
3314,5,2559,개롱,2025-12,408858
3315,5,2560,거여,2025-12,621117
3316,5,2561,마천,2025-12,421946
3317,5,2562,강일,2025-12,369784
3318,5,2563,미사,2025-12,1160497
3319,5,2564,하남풍산,2025-12,295345
3320,5,2565,하남시청,2025-12,542439
3321,5,2566,하남검단산,2025-12,429840
3322,6,2611,응암,2025-12,1110148
3323,6,2612,역촌,2025-12,262775
3324,6,2613,불광(6),2025-12,292369
3325,6,2614,독바위,2025-12,165960
3326,6,2616,구산,2025-12,450559
3327,6,2617,새절,2025-12,755351
3328,6,2618,증산,2025-12,575615
3329,6,2619,디지털미디어시티(6),2025-12,921704
3330,6,2620,월드컵경기장,2025-12,314730
3331,6,2621,마포구청,2025-12,870312
3332,6,2622,망원,2025-12,1097834
3333,6,2623,합정(6),2025-12,879052
3334,6,2624,상수,2025-12,743123
3335,6,2625,광흥창,2025-12,579740
3336,6,2626,대흥,2025-12,611193
3337,6,2627,공덕(6),2025-12,1154221
3338,6,2628,효창공원앞,2025-12,451316
3339,6,2629,삼각지(6),2025-12,498357
3340,6,2630,녹사평,2025-12,355802
3341,6,2631,이태원,2025-12,831770
3342,6,2632,한강진,2025-12,709338
3343,6,2633,버티고개,2025-12,136960
3344,6,2634,약수(6),2025-12,230892
3345,6,2635,청구(6),2025-12,230963
3346,6,2636,신당(6),2025-12,574596
3347,6,2637,동묘앞(6),2025-12,590800
3348,6,2638,창신,2025-12,204704
3349,6,2639,보문,2025-12,498095
3350,6,2640,안암,2025-12,823025
3351,6,2641,고려대,2025-12,543145
3352,6,2642,월곡,2025-12,722151
3353,6,2643,상월곡,2025-12,389645
3354,6,2644,돌곶이,2025-12,715573
3355,6,2645,석계(6),2025-12,792200
3356,6,2646,태릉입구(6),2025-12,383366
3357,6,2647,화랑대,2025-12,648565
3358,6,2648,봉화산,2025-12,519571
3359,7,2711,장암,2025-12,123269
3360,7,2712,도봉산(7),2025-12,589353
3361,7,2713,수락산,2025-12,797486
3362,7,2714,마들,2025-12,808557
3363,7,2715,노원(7),2025-12,1352405
3364,7,2716,중계,2025-12,876701
3365,7,2717,하계,2025-12,1104599
3366,7,2718,공릉,2025-12,773293
3367,7,2719,태릉입구(7),2025-12,531335
3368,7,2720,먹골,2025-12,640580
3369,7,2721,중화,2025-12,686326
3370,7,2722,상봉(7),2025-12,1121406
3371,7,2723,면목,2025-12,901178
3372,7,2724,사가정,2025-12,997965
3373,7,2725,용마산,2025-12,352025
3374,7,2726,중곡,2025-12,671291
3375,7,2727,군자(7),2025-12,864079
3376,7,2728,어린이대공원,2025-12,1016634
3377,7,2729,건대입구(7),2025-12,959994
3378,7,2730,자양,2025-12,515576
3379,7,2731,청담,2025-12,1160642
3380,7,2732,강남구청,2025-12,1034466
3381,7,2733,학동,2025-12,1385514
3382,7,2734,논현,2025-12,1176186
3383,7,2735,반포,2025-12,424261
3384,7,2736,고속터미널(7),2025-12,1082733
3385,7,2737,내방,2025-12,899281
3386,7,2738,이수(7),2025-12,1064163
3387,7,2739,남성,2025-12,680324
3388,7,2740,숭실대입구,2025-12,827635
3389,7,2741,상도,2025-12,743117
3390,7,2742,장승배기,2025-12,591405
3391,7,2743,신대방삼거리,2025-12,908150
3392,7,2744,보라매,2025-12,422738
3393,7,2745,신풍,2025-12,739783
3394,7,2746,대림(7),2025-12,589353
3395,7,2747,남구로,2025-12,909970
3396,7,2748,가산디지털단지(7),2025-12,2449651
3397,7,2749,철산,2025-12,1413427
3398,7,2750,광명사거리,2025-12,1363845
3399,7,2751,천왕,2025-12,715803
3400,7,2752,온수(7),2025-12,574240
3401,8,2810,암사역사공원,2025-12,397336
3402,8,2811,암사,2025-12,966524
3403,8,2812,천호(8),2025-12,1219168
3404,8,2813,강동구청,2025-12,675814
3405,8,2814,몽촌토성,2025-12,480669
3406,8,2815,잠실(8),2025-12,1535510
3407,8,2816,석촌(8),2025-12,625340
3408,8,2817,송파,2025-12,623451
3409,8,2818,가락시장(8),2025-12,599869
3410,8,2819,문정,2025-12,1361778
3411,8,2820,장지,2025-12,1044281
3412,8,2821,복정(8),2025-12,552579
3413,8,2822,산성,2025-12,385835
3414,8,2823,남한산성입구,2025-12,764971
3415,8,2824,단대오거리,2025-12,732538
3416,8,2825,신흥,2025-12,344487
3417,8,2826,수진,2025-12,338727
3418,8,2827,모란(8),2025-12,298106
3419,8,2828,남위례,2025-12,473697
3420,9,4126,언주,2025-12,425068
3421,9,4127,선정릉,2025-12,361524
3422,9,4128,삼성중앙,2025-12,297923
3423,9,4129,봉은사,2025-12,898708
3424,9,4130,종합운동장(9),2025-12,203908
3425,9,4131,삼전,2025-12,326760
3426,9,4132,석촌고분,2025-12,291631
3427,9,4133,석촌(9),2025-12,383706
3428,9,4134,송파나루,2025-12,261248
3429,9,4135,한성백제,2025-12,137815
3430,9,4136,올림픽공원(9),2025-12,351174
3431,9,4137,둔촌오륜,2025-12,179310
3432,9,4138,중앙보훈병원,2025-12,466966
