연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
709,5,2528,여의나루,2025-03,909520
710,5,2529,마포,2025-03,875811
711,5,2530,공덕(5),2025-03,881635
712,5,2531,애오개,2025-03,386944
713,5,2532,충정로(5),2025-03,289076
714,5,2533,서대문,2025-03,1181054
715,5,2534,광화문,2025-03,2238086
716,5,2535,종로3가(5),2025-03,1016590
717,5,2536,을지로4가(5),2025-03,392276
718,5,2537,동대문역사문화공원(5),2025-03,200622
719,5,2538,청구(5),2025-03,221252
720,5,2539,신금호,2025-03,399242
721,5,2540,행당,2025-03,458230
722,5,2541,왕십리(5),2025-03,301864
723,5,2542,마장,2025-03,356404
724,5,2543,답십리,2025-03,963936
725,5,2544,장한평,2025-03,1188668
726,5,2545,군자(5),2025-03,789183
727,5,2546,아차산,2025-03,931400
728,5,2547,광나루,2025-03,708420
729,5,2548,천호(5),2025-03,1229445
730,5,2549,강동,2025-03,1130378
731,5,2550,길동,2025-03,547590
732,5,2551,굽은다리,2025-03,603872
733,5,2552,명일,2025-03,515429
734,5,2553,고덕,2025-03,624849
735,5,2554,상일동,2025-03,853654
736,5,2555,둔촌동,2025-03,760117
737,5,2556,올림픽공원(5),2025-03,337301
738,5,2557,방이,2025-03,462106
739,5,2558,오금(5),2025-03,223536
740,5,2559,개롱,2025-03,417243
741,5,2560,거여,2025-03,606376
742,5,2561,마천,2025-03,427571
743,5,2562,강일,2025-03,360928
744,5,2563,미사,2025-03,1117444
745,5,2564,하남풍산,2025-03,284381
746,5,2565,하남시청,2025-03,528735
747,5,2566,하남검단산,2025-03,413282
748,6,2611,응암,2025-03,1084627
749,6,2612,역촌,2025-03,253810
750,6,2613,불광(6),2025-03,285630
751,6,2614,독바위,2025-03,173172
752,6,2616,구산,2025-03,444839
753,6,2617,새절,2025-03,754902
754,6,2618,증산,2025-03,585194
755,6,2619,디지털미디어시티(6),2025-03,907590
756,6,2620,월드컵경기장,2025-03,345022
757,6,2621,마포구청,2025-03,843427
758,6,2622,망원,2025-03,1056830
759,6,2623,합정(6),2025-03,872470
760,6,2624,상수,2025-03,714861
761,6,2625,광흥창,2025-03,564478
762,6,2626,대흥,2025-03,613243
763,6,2627,공덕(6),2025-03,1120871
764,6,2628,효창공원앞,2025-03,458999
765,6,2629,삼각지(6),2025-03,461493
766,6,2630,녹사평,2025-03,339353
767,6,2631,이태원,2025-03,793709
768,6,2632,한강진,2025-03,765779
769,6,2633,버티고개,2025-03,138031
770,6,2634,약수(6),2025-03,230800
771,6,2635,청구(6),2025-03,230888
772,6,2636,신당(6),2025-03,516777
773,6,2637,동묘앞(6),2025-03,592006
774,6,2638,창신,2025-03,208959
775,6,2639,보문,2025-03,495825
776,6,2640,안암,2025-03,910561
777,6,2641,고려대,2025-03,564873
778,6,2642,월곡,2025-03,757008
779,6,2643,상월곡,2025-03,398528
780,6,2644,돌곶이,2025-03,604462
781,6,2645,석계(6),2025-03,777984
782,6,2646,태릉입구(6),2025-03,390351
783,6,2647,화랑대,2025-03,671270
784,6,2648,봉화산,2025-03,512024
785,7,2711,장암,2025-03,126149
786,7,2712,도봉산(7),2025-03,601736
787,7,2713,수락산,2025-03,769318
788,7,2714,마들,2025-03,790154
789,7,2715,노원(7),2025-03,1262454
790,7,2716,중계,2025-03,861328
791,7,2717,하계,2025-03,1084458
792,7,2718,공릉,2025-03,791532
793,7,2719,태릉입구(7),2025-03,534775
794,7,2720,먹골,2025-03,617284
795,7,2721,중화,2025-03,639690
796,7,2722,상봉(7),2025-03,1058451
797,7,2723,면목,2025-03,911023
798,7,2724,사가정,2025-03,988489
799,7,2725,용마산,2025-03,346895
800,7,2726,중곡,2025-03,636715
801,7,2727,군자(7),2025-03,828027
802,7,2728,어린이대공원,2025-03,1134676
803,7,2729,건대입구(7),2025-03,921178
804,7,2730,자양,2025-03,593836
805,7,2731,청담,2025-03,1118496
806,7,2732,강남구청,2025-03,981669
807,7,2733,학동,2025-03,1319181
808,7,2734,논현,2025-03,1098880
809,7,2735,반포,2025-03,385275
810,7,2736,고속터미널(7),2025-03,992269
811,7,2737,내방,2025-03,864341
812,7,2738,이수(7),2025-03,1021524
813,7,2739,남성,2025-03,674327
814,7,2740,숭실대입구,2025-03,955981
815,7,2741,상도,2025-03,770834
816,7,2742,장승배기,2025-03,551304
817,7,2743,신대방삼거리,2025-03,892815
818,7,2744,보라매,2025-03,422731
819,7,2745,신풍,2025-03,701747
820,7,2746,대림(7),2025-03,584421
821,7,2747,남구로,2025-03,892908
822,7,2748,가산디지털단지(7),2025-03,2349093
823,7,2749,철산,2025-03,1283355
824,7,2750,광명사거리,2025-03,1310668
825,7,2751,천왕,2025-03,679991
826,7,2752,온수(7),2025-03,600017
827,8,2810,암사역사공원,2025-03,349597
828,8,2811,암사,2025-03,960811
829,8,2812,천호(8),2025-03,1134933
830,8,2813,강동구청,2025-03,647058
831,8,2814,몽촌토성,2025-03,451292
832,8,2815,잠실(8),2025-03,1255871
833,8,2816,석촌(8),2025-03,581373
834,8,2817,송파,2025-03,582905
835,8,2818,가락시장(8),2025-03,536265
836,8,2819,문정,2025-03,1306097
837,8,2820,장지,2025-03,1007041
838,8,2821,복정(8),2025-03,563191
839,8,2822,산성,2025-03,385083
840,8,2823,남한산성입구,2025-03,812791
841,8,2824,단대오거리,2025-03,732041
842,8,2825,신흥,2025-03,331175
843,8,2826,수진,2025-03,334857
844,8,2827,모란(8),2025-03,302987
845,8,2828,남위례,2025-03,458431
846,9,4126,언주,2025-03,395008
847,9,4127,선정릉,2025-03,346682
848,9,4128,삼성중앙,2025-03,274058
849,9,4129,봉은사,2025-03,776302
850,9,4130,종합운동장(9),2025-03,195324
851,9,4131,삼전,2025-03,309088
852,9,4132,석촌고분,2025-03,274419
853,9,4133,석촌(9),2025-03,361076
854,9,4134,송파나루,2025-03,233050
855,9,4135,한성백제,2025-03,126111
856,9,4136,올림픽공원(9),2025-03,339616
857,9,4137,둔촌오륜,2025-03,156174
858,9,4138,중앙보훈병원,2025-03,432076
859,1,150,서울역(1),2025-04,4325371
860,1,151,시청(1),2025-04,1607937
861,1,152,종각,2025-04,2315453
862,1,153,종로3가(1),2025-04,1573122
863,1,154,종로5가,2025-04,1439949
864,1,155,동대문(1),2025-04,763022
865,1,156,신설동(1),2025-04,864999
866,1,157,제기동,2025-04,1061283
867,1,158,청량리,2025-04,1404324
868,1,159,동묘앞(1),2025-04,667909
869,2,201,시청(2),2025-04,1557592
870,2,202,을지로입구,2025-04,3027913
871,2,203,을지로3가(2),2025-04,1537820
872,2,204,을지로4가(2),2025-04,899004
873,2,205,동대문역사문화공원(2),2025-04,1040180
874,2,206,신당(2),2025-04,940879
875,2,207,상왕십리,2025-04,884051
876,2,208,왕십리(2),2025-04,948941
877,2,209,한양대,2025-04,890933
878,2,210,뚝섬,2025-04,1638377
879,2,211,성수,2025-04,3041128
880,2,212,건대입구(2),2025-04,2336458
881,2,213,구의,2025-04,1506223
882,2,214,강변,2025-04,1622934
883,2,215,잠실나루,2025-04,900129
884,2,216,잠실(2),2025-04,5218179
885,2,217,잠실새내,2025-04,1479892
886,2,218,종합운동장(2),2025-04,1156134
887,2,219,삼성,2025-04,3337214
888,2,220,선릉,2025-04,3140197
889,2,221,역삼,2025-04,3090594
890,2,222,강남,2025-04,4705370
891,2,223,교대(2),2025-04,2041741
892,2,224,서초,2025-04,1314778
893,2,225,방배,2025-04,1135879
894,2,226,사당(2),2025-04,2748816
895,2,227,낙성대,2025-04,1694769
896,2,228,서울대입구,2025-04,2817649
897,2,229,봉천,2025-04,1463827
898,2,230,신림,2025-04,3339498
899,2,231,신대방,2025-04,1537340
900,2,232,구로디지털단지,2025-04,3421305
901,2,233,대림(2),2025-04,1520450
902,2,234,신도림,2025-04,3121820
903,2,235,문래,2025-04,1413130
904,2,236,영등포구청(2),2025-04,1385122
905,2,237,당산,2025-04,1260493
906,2,238,합정(2),2025-04,2083097
907,2,239,홍대입구,2025-04,4568362
908,2,240,신촌,2025-04,2414570
909,2,241,이대,2025-04,1177358
910,2,242,아현,2025-04,659043
911,2,243,충정로(2),2025-04,638583
912,2,244,용답,2025-04,203174
913,2,245,신답,2025-04,107167
914,2,246,신설동(2),2025-04,243709
915,2,247,도림천,2025-04,94874
916,2,248,양천구청,2025-04,434853
917,2,249,신정네거리,2025-04,638246
918,2,250,용두,2025-04,158837
919,3,309,지축,2025-04,474278
920,3,310,구파발,2025-04,1306846
921,3,311,연신내(3),2025-04,2190406
922,3,312,불광(3),2025-04,1072476
923,3,313,녹번,2025-04,901885
924,3,314,홍제,2025-04,1118238
925,3,315,무악재,2025-04,266010
926,3,316,독립문,2025-04,520959
927,3,317,경복궁,2025-04,1814485
928,3,318,안국,2025-04,1749678
929,3,319,종로3가(3),2025-04,785794
930,3,320,을지로3가(3),2025-04,735053
931,3,322,동대입구,2025-04,834933
932,3,323,약수(3),2025-04,778478
933,3,324,금호,2025-04,487682
934,3,325,옥수,2025-04,574019
935,3,326,압구정,2025-04,1895214
936,3,327,신사,2025-04,1675040
937,3,328,잠원,2025-04,321103
938,3,329,고속터미널(3),2025-04,2934570
939,3,330,교대(3),2025-04,801650
940,3,331,남부터미널,2025-04,1844666
941,3,332,양재,2025-04,2331325
942,3,333,매봉,2025-04,782385
943,3,334,도곡,2025-04,388850
944,3,335,대치,2025-04,736398
945,3,336,학여울,2025-04,158880
946,3,337,대청,2025-04,644078
947,3,338,일원,2025-04,660284
948,3,339,수서,2025-04,1173166
949,3,340,가락시장(3),2025-04,547122
950,3,341,경찰병원,2025-04,444297
951,3,342,오금(3),2025-04,378941
952,4,409,불암산,2025-04,564654
953,4,410,상계,2025-04,1209431
954,4,411,노원(4),2025-04,1350614
955,4,412,창동,2025-04,1698916
956,4,413,쌍문,2025-04,1743890
957,4,414,수유,2025-04,2117929
958,4,415,미아,2025-04,996480
959,4,416,미아사거리,2025-04,1595411
960,4,417,길음,2025-04,1372680
961,4,418,성신여대입구,2025-04,1416214
962,4,419,한성대입구,2025-04,963314
963,4,420,혜화,2025-04,2280631
964,4,421,동대문(4),2025-04,1191328
965,4,422,동대문역사문화공원(4),2025-04,1129836
966,4,423,충무로(4),2025-04,2004737
967,4,424,명동,2025-04,2324509
968,4,425,회현,2025-04,1786205
969,4,426,서울역(4),2025-04,1086942
970,4,427,숙대입구,2025-04,974613
971,4,428,삼각지(4),2025-04,435269
972,4,429,신용산,2025-04,1247318
973,4,430,이촌,2025-04,589409
974,4,431,동작,2025-04,162822
975,4,432,이수(총신대입구),2025-04,1259626
976,4,433,사당(4),2025-04,1551901
977,4,434,남태령,2025-04,84458
978,5,2511,방화,2025-04,425057
979,5,2512,개화산,2025-04,359950
980,5,2513,김포공항(5),2025-04,608437
981,5,2514,송정,2025-04,384150
982,5,2515,마곡,2025-04,764578
983,5,2516,발산,2025-04,1413617
984,5,2517,우장산,2025-04,913371
985,5,2518,화곡,2025-04,1677283
986,5,2519,까치산(5),2025-04,1667776
987,5,2520,신정,2025-04,745784
988,5,2521,목동,2025-04,1058508
989,5,2522,오목교,2025-04,1321899
990,5,2523,양평(5),2025-04,483333
991,5,2524,영등포구청(5),2025-04,308731
992,5,2525,영등포시장,2025-04,750590
993,5,2526,신길(5),2025-04,318665
994,5,2527,여의도(5),2025-04,1780238
995,5,2528,여의나루,2025-04,1159016
996,5,2529,마포,2025-04,893506
997,5,2530,공덕(5),2025-04,917239
998,5,2531,애오개,2025-04,396030
999,5,2532,충정로(5),2025-04,299249
1000,5,2533,서대문,2025-04,1228399
1001,5,2534,광화문,2025-04,2075225
1002,5,2535,종로3가(5),2025-04,1064621
1003,5,2536,을지로4가(5),2025-04,404721
1004,5,2537,동대문역사문화공원(5),2025-04,202241
1005,5,2538,청구(5),2025-04,221424
1006,5,2539,신금호,2025-04,401984
1007,5,2540,행당,2025-04,465760
1008,5,2541,왕십리(5),2025-04,291909
1009,5,2542,마장,2025-04,360567
1010,5,2543,답십리,2025-04,974610
1011,5,2544,장한평,2025-04,1200713
1012,5,2545,군자(5),2025-04,779156
1013,5,2546,아차산,2025-04,950318
1014,5,2547,광나루,2025-04,720542
1015,5,2548,천호(5),2025-04,1211984
1016,5,2549,강동,2025-04,1138407
1017,5,2550,길동,2025-04,555564
1018,5,2551,굽은다리,2025-04,594092
1019,5,2552,명일,2025-04,518911
1020,5,2553,고덕,2025-04,648756
1021,5,2554,상일동,2025-04,875567
1022,5,2555,둔촌동,2025-04,766319
1023,5,2556,올림픽공원(5),2025-04,326461
1024,5,2557,방이,2025-04,466903
1025,5,2558,오금(5),2025-04,229899
1026,5,2559,개롱,2025-04,424257
1027,5,2560,거여,2025-04,617506
1028,5,2561,마천,2025-04,427616
1029,5,2562,강일,2025-04,367836
1030,5,2563,미사,2025-04,1123867
1031,5,2564,하남풍산,2025-04,290135
1032,5,2565,하남시청,2025-04,529348
1033,5,2566,하남검단산,2025-04,407787
1034,6,2611,응암,2025-04,1119590
1035,6,2612,역촌,2025-04,254046
1036,6,2613,불광(6),2025-04,288229
1037,6,2614,독바위,2025-04,175191
1038,6,2616,구산,2025-04,450337
1039,6,2617,새절,2025-04,778375
1040,6,2618,증산,2025-04,594888
1041,6,2619,디지털미디어시티(6),2025-04,928288
1042,6,2620,월드컵경기장,2025-04,367480
1043,6,2621,마포구청,2025-04,865236
1044,6,2622,망원,2025-04,1048571
1045,6,2623,합정(6),2025-04,854874
1046,6,2624,상수,2025-04,693089
1047,6,2625,광흥창,2025-04,580252
1048,6,2626,대흥,2025-04,624655
1049,6,2627,공덕(6),2025-04,1149496
1050,6,2628,효창공원앞,2025-04,468443
1051,6,2629,삼각지(6),2025-04,470569
1052,6,2630,녹사평,2025-04,339071
1053,6,2631,이태원,2025-04,784845
1054,6,2632,한강진,2025-04,704551
1055,6,2633,버티고개,2025-04,148922
1056,6,2634,약수(6),2025-04,232617
1057,6,2635,청구(6),2025-04,236265
1058,6,2636,신당(6),2025-04,510261
1059,6,2637,동묘앞(6),2025-04,574568
1060,6,2638,창신,2025-04,218098
1061,6,2639,보문,2025-04,507779
1062,6,2640,안암,2025-04,879316
1063,6,2641,고려대,2025-04,568664
1064,6,2642,월곡,2025-04,757940
1065,6,2643,상월곡,2025-04,407419
1066,6,2644,돌곶이,2025-04,631356
1067,6,2645,석계(6),2025-04,780592
1068,6,2646,태릉입구(6),2025-04,390364
1069,6,2647,화랑대,2025-04,684168
1070,6,2648,봉화산,2025-04,520820
1071,7,2711,장암,2025-04,133033
1072,7,2712,도봉산(7),2025-04,615022
1073,7,2713,수락산,2025-04,764582
1074,7,2714,마들,2025-04,804036
1075,7,2715,노원(7),2025-04,1245499
1076,7,2716,중계,2025-04,882766
1077,7,2717,하계,2025-04,1100238
1078,7,2718,공릉,2025-04,775594
1079,7,2719,태릉입구(7),2025-04,537680
1080,7,2720,먹골,2025-04,620385
1081,7,2721,중화,2025-04,650857
1082,7,2722,상봉(7),2025-04,1059316
1083,7,2723,면목,2025-04,924176
1084,7,2724,사가정,2025-04,992585
1085,7,2725,용마산,2025-04,350914
1086,7,2726,중곡,2025-04,648610
1087,7,2727,군자(7),2025-04,827038
1088,7,2728,어린이대공원,2025-04,1200895
1089,7,2729,건대입구(7),2025-04,890519
1090,7,2730,자양,2025-04,702055
1091,7,2731,청담,2025-04,1152034
1092,7,2732,강남구청,2025-04,1011131
1093,7,2733,학동,2025-04,1364484
1094,7,2734,논현,2025-04,1131974
1095,7,2735,반포,2025-04,391991
1096,7,2736,고속터미널(7),2025-04,1002989
1097,7,2737,내방,2025-04,889055
1098,7,2738,이수(7),2025-04,1025917
1099,7,2739,남성,2025-04,681956
1100,7,2740,숭실대입구,2025-04,956776
1101,7,2741,상도,2025-04,774267
1102,7,2742,장승배기,2025-04,557865
1103,7,2743,신대방삼거리,2025-04,905824
1104,7,2744,보라매,2025-04,429042
1105,7,2745,신풍,2025-04,713766
1106,7,2746,대림(7),2025-04,558498
1107,7,2747,남구로,2025-04,914961
1108,7,2748,가산디지털단지(7),2025-04,2505793
1109,7,2749,철산,2025-04,1300198
1110,7,2750,광명사거리,2025-04,1319103
1111,7,2751,천왕,2025-04,698018
1112,7,2752,온수(7),2025-04,621002
1113,8,2810,암사역사공원,2025-04,375846
1114,8,2811,암사,2025-04,968570
1115,8,2812,천호(8),2025-04,1130501
1116,8,2813,강동구청,2025-04,657545
1117,8,2814,몽촌토성,2025-04,478193
1118,8,2815,잠실(8),2025-04,1319702
1119,8,2816,석촌(8),2025-04,620646
1120,8,2817,송파,2025-04,587877
1121,8,2818,가락시장(8),2025-04,540121
1122,8,2819,문정,2025-04,1364246
1123,8,2820,장지,2025-04,1015126
1124,8,2821,복정(8),2025-04,585089
1125,8,2822,산성,2025-04,393131
1126,8,2823,남한산성입구,2025-04,826978
1127,8,2824,단대오거리,2025-04,742382
1128,8,2825,신흥,2025-04,328441
1129,8,2826,수진,2025-04,335324
1130,8,2827,모란(8),2025-04,301838
1131,8,2828,남위례,2025-04,474600
1132,9,4126,언주,2025-04,405598
1133,9,4127,선정릉,2025-04,362074
1134,9,4128,삼성중앙,2025-04,284523
1135,9,4129,봉은사,2025-04,810878
1136,9,4130,종합운동장(9),2025-04,199835
1137,9,4131,삼전,2025-04,312602
1138,9,4132,석촌고분,2025-04,283346
1139,9,4133,석촌(9),2025-04,381840
1140,9,4134,송파나루,2025-04,240848
1141,9,4135,한성백제,2025-04,132845
1142,9,4136,올림픽공원(9),2025-04,328857
1143,9,4137,둔촌오륜,2025-04,165908
1144,9,4138,중앙보훈병원,2025-04,444343
1145,1,150,서울역(1),2025-05,4379447
1146,1,151,시청(1),2025-05,1558874
1147,1,152,종각,2025-05,2185274
1148,1,153,종로3가(1),2025-05,1561699
1149,1,154,종로5가,2025-05,1423747
1150,1,155,동대문(1),2025-05,782190
1151,1,156,신설동(1),2025-05,852717
1152,1,157,제기동,2025-05,1048392
1153,1,158,청량리,2025-05,1423955
1154,1,159,동묘앞(1),2025-05,717298
1155,2,201,시청(2),2025-05,1447381
1156,2,202,을지로입구,2025-05,2904336
1157,2,203,을지로3가(2),2025-05,1474554
1158,2,204,을지로4가(2),2025-05,866906
1159,2,205,동대문역사문화공원(2),2025-05,1067570
1160,2,206,신당(2),2025-05,935209
1161,2,207,상왕십리,2025-05,858920
1162,2,208,왕십리(2),2025-05,948629
1163,2,209,한양대,2025-05,835101
1164,2,210,뚝섬,2025-05,1569298
1165,2,211,성수,2025-05,3117461
1166,2,212,건대입구(2),2025-05,2439711
1167,2,213,구의,2025-05,1520665
1168,2,214,강변,2025-05,1700753
1169,2,215,잠실나루,2025-05,852852
1170,2,216,잠실(2),2025-05,5081690
1171,2,217,잠실새내,2025-05,1469734
1172,2,218,종합운동장(2),2025-05,1206168
1173,2,219,삼성,2025-05,3135989
1174,2,220,선릉,2025-05,2939244
1175,2,221,역삼,2025-05,2793418
1176,2,222,강남,2025-05,4584263
1177,2,223,교대(2),2025-05,1922761
1178,2,224,서초,2025-05,1259650
1179,2,225,방배,2025-05,1067897
1180,2,226,사당(2),2025-05,2710075
1181,2,227,낙성대,2025-05,1670101
1182,2,228,서울대입구,2025-05,2805291
1183,2,229,봉천,2025-05,1432846
1184,2,230,신림,2025-05,3335592
1185,2,231,신대방,2025-05,1544768
1186,2,232,구로디지털단지,2025-05,3290870
1187,2,233,대림(2),2025-05,1522538
1188,2,234,신도림,2025-05,3061680
1189,2,235,문래,2025-05,1356389
1190,2,236,영등포구청(2),2025-05,1331704
1191,2,237,당산,2025-05,1212876
1192,2,238,합정(2),2025-05,2080096
1193,2,239,홍대입구,2025-05,4966490
1194,2,240,신촌,2025-05,2445264
1195,2,241,이대,2025-05,1142052
1196,2,242,아현,2025-05,655770
1197,2,243,충정로(2),2025-05,601612
1198,2,244,용답,2025-05,197253
1199,2,245,신답,2025-05,102564
1200,2,246,신설동(2),2025-05,243495
1201,2,247,도림천,2025-05,81946
1202,2,248,양천구청,2025-05,428781
1203,2,249,신정네거리,2025-05,631605
1204,2,250,용두,2025-05,154161
1205,3,309,지축,2025-05,467868
1206,3,310,구파발,2025-05,1319523
1207,3,311,연신내(3),2025-05,2206771
1208,3,312,불광(3),2025-05,1079757
1209,3,313,녹번,2025-05,874504
1210,3,314,홍제,2025-05,1103055
1211,3,315,무악재,2025-05,259659
1212,3,316,독립문,2025-05,524657
1213,3,317,경복궁,2025-05,1884088
1214,3,318,안국,2025-05,1834920
1215,3,319,종로3가(3),2025-05,783839
1216,3,320,을지로3가(3),2025-05,713621
1217,3,322,동대입구,2025-05,816392
1218,3,323,약수(3),2025-05,769594
1219,3,324,금호,2025-05,475807
1220,3,325,옥수,2025-05,570482
1221,3,326,압구정,2025-05,1882957
1222,3,327,신사,2025-05,1626364
1223,3,328,잠원,2025-05,317457
1224,3,329,고속터미널(3),2025-05,3238118
1225,3,330,교대(3),2025-05,756904
1226,3,331,남부터미널,2025-05,1810399
1227,3,332,양재,2025-05,2178143
1228,3,333,매봉,2025-05,708305
1229,3,334,도곡,2025-05,367235
1230,3,335,대치,2025-05,735869
1231,3,336,학여울,2025-05,141947
1232,3,337,대청,2025-05,616833
1233,3,338,일원,2025-05,632254
1234,3,339,수서,2025-05,1161769
1235,3,340,가락시장(3),2025-05,527701
1236,3,341,경찰병원,2025-05,426046
1237,3,342,오금(3),2025-05,361938
1238,4,409,불암산,2025-05,568323
1239,4,410,상계,2025-05,1172073
1240,4,411,노원(4),2025-05,1373058
1241,4,412,창동,2025-05,1714537
1242,4,413,쌍문,2025-05,1719367
1243,4,414,수유,2025-05,2108012
1244,4,415,미아,2025-05,978903
1245,4,416,미아사거리,2025-05,1589258
1246,4,417,길음,2025-05,1341883
1247,4,418,성신여대입구,2025-05,1403548
1248,4,419,한성대입구,2025-05,955767
1249,4,420,혜화,2025-05,2379898
1250,4,421,동대문(4),2025-05,1209102
1251,4,422,동대문역사문화공원(4),2025-05,1157158
1252,4,423,충무로(4),2025-05,1917299
1253,4,424,명동,2025-05,2297409
1254,4,425,회현,2025-05,1762673
1255,4,426,서울역(4),2025-05,1067214
1256,4,427,숙대입구,2025-05,949730
1257,4,428,삼각지(4),2025-05,440189
1258,4,429,신용산,2025-05,1297757
1259,4,430,이촌,2025-05,650962
1260,4,431,동작,2025-05,166598
1261,4,432,이수(총신대입구),2025-05,1245117
1262,4,433,사당(4),2025-05,1546239
1263,4,434,남태령,2025-05,83764
1264,5,2511,방화,2025-05,420621
1265,5,2512,개화산,2025-05,352542
1266,5,2513,김포공항(5),2025-05,607981
1267,5,2514,송정,2025-05,379764
1268,5,2515,마곡,2025-05,764207
1269,5,2516,발산,2025-05,1364648
1270,5,2517,우장산,2025-05,897611
1271,5,2518,화곡,2025-05,1651155
1272,5,2519,까치산(5),2025-05,1640679
1273,5,2520,신정,2025-05,739720
1274,5,2521,목동,2025-05,1032903
1275,5,2522,오목교,2025-05,1301513
1276,5,2523,양평(5),2025-05,454815
1277,5,2524,영등포구청(5),2025-05,294822
1278,5,2525,영등포시장,2025-05,723954
1279,5,2526,신길(5),2025-05,303581
1280,5,2527,여의도(5),2025-05,1615941
1281,5,2528,여의나루,2025-05,1002708
1282,5,2529,마포,2025-05,841904
1283,5,2530,공덕(5),2025-05,853567
1284,5,2531,애오개,2025-05,376874
1285,5,2532,충정로(5),2025-05,274977
1286,5,2533,서대문,2025-05,1140793
1287,5,2534,광화문,2025-05,2038044
1288,5,2535,종로3가(5),2025-05,1075122
1289,5,2536,을지로4가(5),2025-05,388876
1290,5,2537,동대문역사문화공원(5),2025-05,190538
1291,5,2538,청구(5),2025-05,212696
1292,5,2539,신금호,2025-05,391411
1293,5,2540,행당,2025-05,457416
1294,5,2541,왕십리(5),2025-05,287851
1295,5,2542,마장,2025-05,347689
1296,5,2543,답십리,2025-05,939854
1297,5,2544,장한평,2025-05,1161864
1298,5,2545,군자(5),2025-05,770234
1299,5,2546,아차산,2025-05,971763
1300,5,2547,광나루,2025-05,715450
1301,5,2548,천호(5),2025-05,1236883
1302,5,2549,강동,2025-05,1112997
1303,5,2550,길동,2025-05,552293
1304,5,2551,굽은다리,2025-05,591640
1305,5,2552,명일,2025-05,509984
1306,5,2553,고덕,2025-05,630745
1307,5,2554,상일동,2025-05,856082
1308,5,2555,둔촌동,2025-05,755629
1309,5,2556,올림픽공원(5),2025-05,373180
1310,5,2557,방이,2025-05,458777
1311,5,2558,오금(5),2025-05,219684
1312,5,2559,개롱,2025-05,407371
1313,5,2560,거여,2025-05,599047
1314,5,2561,마천,2025-05,419743
1315,5,2562,강일,2025-05,364516
1316,5,2563,미사,2025-05,1124362
1317,5,2564,하남풍산,2025-05,281060
1318,5,2565,하남시청,2025-05,527108
1319,5,2566,하남검단산,2025-05,415223
1320,6,2611,응암,2025-05,1082151
1321,6,2612,역촌,2025-05,250278
1322,6,2613,불광(6),2025-05,291583
1323,6,2614,독바위,2025-05,173660
1324,6,2616,구산,2025-05,445264
1325,6,2617,새절,2025-05,750370
1326,6,2618,증산,2025-05,583155
1327,6,2619,디지털미디어시티(6),2025-05,885190
1328,6,2620,월드컵경기장,2025-05,427585
1329,6,2621,마포구청,2025-05,842957
1330,6,2622,망원,2025-05,1059057
1331,6,2623,합정(6),2025-05,846793
1332,6,2624,상수,2025-05,713333
1333,6,2625,광흥창,2025-05,562557
1334,6,2626,대흥,2025-05,612055
1335,6,2627,공덕(6),2025-05,1088190
1336,6,2628,효창공원앞,2025-05,451534
1337,6,2629,삼각지(6),2025-05,473916
1338,6,2630,녹사평,2025-05,361154
1339,6,2631,이태원,2025-05,825870
1340,6,2632,한강진,2025-05,723107
1341,6,2633,버티고개,2025-05,131799
1342,6,2634,약수(6),2025-05,239079
1343,6,2635,청구(6),2025-05,227012
1344,6,2636,신당(6),2025-05,506572
1345,6,2637,동묘앞(6),2025-05,590274
1346,6,2638,창신,2025-05,207502
1347,6,2639,보문,2025-05,497600
1348,6,2640,안암,2025-05,899637
1349,6,2641,고려대,2025-05,574365
1350,6,2642,월곡,2025-05,731789
1351,6,2643,상월곡,2025-05,400136
1352,6,2644,돌곶이,2025-05,646661
1353,6,2645,석계(6),2025-05,778219
1354,6,2646,태릉입구(6),2025-05,476289
1355,6,2647,화랑대,2025-05,666666
1356,6,2648,봉화산,2025-05,506988
1357,7,2711,장암,2025-05,133521
1358,7,2712,도봉산(7),2025-05,618607
1359,7,2713,수락산,2025-05,768659
1360,7,2714,마들,2025-05,794427
1361,7,2715,노원(7),2025-05,1274802
1362,7,2716,중계,2025-05,863127
1363,7,2717,하계,2025-05,1079079
1364,7,2718,공릉,2025-05,781831
1365,7,2719,태릉입구(7),2025-05,645190
1366,7,2720,먹골,2025-05,647248
1367,7,2721,중화,2025-05,665702
1368,7,2722,상봉(7),2025-05,1061935
1369,7,2723,면목,2025-05,908753
1370,7,2724,사가정,2025-05,985496
1371,7,2725,용마산,2025-05,348997
1372,7,2726,중곡,2025-05,631531
1373,7,2727,군자(7),2025-05,821616
1374,7,2728,어린이대공원,2025-05,1187729
1375,7,2729,건대입구(7),2025-05,908101
1376,7,2730,자양,2025-05,758376
1377,7,2731,청담,2025-05,1083236
1378,7,2732,강남구청,2025-05,959762
1379,7,2733,학동,2025-05,1267487
1380,7,2734,논현,2025-05,1083053
1381,7,2735,반포,2025-05,392732
1382,7,2736,고속터미널(7),2025-05,1038241
1383,7,2737,내방,2025-05,853118
1384,7,2738,이수(7),2025-05,999662
1385,7,2739,남성,2025-05,669120
1386,7,2740,숭실대입구,2025-05,927159
1387,7,2741,상도,2025-05,764952
1388,7,2742,장승배기,2025-05,541588
1389,7,2743,신대방삼거리,2025-05,883794
1390,7,2744,보라매,2025-05,445604
1391,7,2745,신풍,2025-05,692816
1392,7,2746,대림(7),2025-05,582345
